strain_id,strain_name,strain_description,parents,background,mat,genotype,allele_id,gene_id,freezer,shelf,rack,pullout,insert,row,column,owner,date,publications,tags,strain_notes,warnings,filemaker
rec377,gip4,a-haploid KanMX disruption of GIP4 (S000000029) in BY background,NA,BY4741,a,NA,S000000029-KanMX,S000000029,,,,,,,,,,,,NA,,
rec378,snc1,a-haploid KanMX disruption of SNC1 (S000000028) in BY background,NA,BY4741,a,NA,S000000028-KanMX,S000000028,,,,,,,,,,,,NA,,
rec379,myo4,a-haploid KanMX disruption of MYO4 (S000000027) in BY background,NA,BY4741,a,NA,S000000027-KanMX,S000000027,,,,,,,,,,,,NA,,
rec380,frt2,a-haploid KanMX disruption of FRT2 (S000000026) in BY background,NA,BY4741,a,NA,S000000026-KanMX,S000000026,,,,,,,,,,,,NA,,
rec381,saw1,a-haploid KanMX disruption of SAW1 (S000000025) in BY background,NA,BY4741,a,NA,S000000025-KanMX,S000000025,,,,,,,,,,,,NA,,
rec382,drs2,a-haploid KanMX disruption of DRS2 (S000000024) in BY background,NA,BY4741,a,NA,S000000024-KanMX,S000000024,,,,,,,,,,,,NA,,
rec385,pmt2,a-haploid KanMX disruption of PMT2 (S000000021) in BY background,NA,BY4741,a,NA,S000000021-KanMX,S000000021,,,,,,,,,,,,NA,,
rec386,fun26,a-haploid KanMX disruption of FUN26 (S000000020) in BY background,NA,BY4741,a,NA,S000000020-KanMX,S000000020,,,,,,,,,,,,NA,,
rec387,ccr4,a-haploid KanMX disruption of CCR4 (S000000019) in BY background,NA,BY4741,a,NA,S000000019-KanMX,S000000019,,,,,,,,,,,,NA,,
rec388,ats1,a-haploid KanMX disruption of ATS1 (S000000018) in BY background,NA,BY4741,a,NA,S000000018-KanMX,S000000018,,,,,,,,,,,,NA,,
rec389,fun30,a-haploid KanMX disruption of FUN30 (S000000017) in BY background,NA,BY4741,a,NA,S000000017-KanMX,S000000017,,,,,,,,,,,,NA,,
rec390,lds1,a-haploid KanMX disruption of LDS1 (S000000016) in BY background,NA,BY4741,a,NA,S000000016-KanMX,S000000016,,,,,,,,,,,,NA,,
rec391,psk1,a-haploid KanMX disruption of PSK1 (S000000015) in BY background,NA,BY4741,a,NA,S000000015-KanMX,S000000015,,,,,,,,,,,,NA,,
rec393,ntg1,a-haploid KanMX disruption of NTG1 (S000000013) in BY background,NA,BY4741,a,NA,S000000013-KanMX,S000000013,,,,,,,,,,,,NA,,
rec394,syn8,a-haploid KanMX disruption of SYN8 (S000000012) in BY background,NA,BY4741,a,NA,S000000012-KanMX,S000000012,,,,,,,,,,,,NA,,
rec395,dep1,a-haploid KanMX disruption of DEP1 (S000000011) in BY background,NA,BY4741,a,NA,S000000011-KanMX,S000000011,,,,,,,,,,,,NA,,
rec397,swc3,a-haploid KanMX disruption of SWC3 (S000000009) in BY background,NA,BY4741,a,NA,S000000009-KanMX,S000000009,,,,,,,,,,,,NA,,
rec398,mdm10,a-haploid KanMX disruption of MDM10 (S000000008) in BY background,NA,BY4741,a,NA,S000000008-KanMX,S000000008,,,,,,,,,,,,NA,,
rec399,spo7,a-haploid KanMX disruption of SPO7 (S000000007) in BY background,NA,BY4741,a,NA,S000000007-KanMX,S000000007,,,,,,,,,,,,NA,,
rec400,fun14,a-haploid KanMX disruption of FUN14 (S000000006) in BY background,NA,BY4741,a,NA,S000000006-KanMX,S000000006,,,,,,,,,,,,NA,,
rec401,erp2,a-haploid KanMX disruption of ERP2 (S000000005) in BY background,NA,BY4741,a,NA,S000000005-KanMX,S000000005,,,,,,,,,,,,NA,,
rec402,yal004w,a-haploid KanMX disruption of YAL004W (S000002136) in BY background,NA,BY4741,a,NA,S000002136-KanMX,S000002136,,,,,,,,,,,,NA,,
rec403,ssa1,a-haploid KanMX disruption of SSA1 (S000000004) in BY background,NA,BY4741,a,NA,S000000004-KanMX,S000000004,,,,,,,,,,,,NA,,
rec407,nup60,a-haploid KanMX disruption of NUP60 (S000000063) in BY background,NA,BY4741,a,NA,S000000063-KanMX,S000000063,-80C #2,8,3,3,4,8,2,Alice Serafin,2018-05-09,,,PCR successful with KanMX-int3'-R (511) + PF (1354) and KanMX-int3'-F (512) + PR (1355),,TRUE
rec408,swd1,a-haploid KanMX disruption of SWD1 (S000000064) in BY background,NA,BY4741,a,NA,S000000064-KanMX,S000000064,,,,,,,,,,,,NA,,
rec413,bud14,a-haploid KanMX disruption of BUD14 (S000000069) in BY background,NA,BY4741,a,NA,S000000069-KanMX,S000000069,,,,,,,,,,,,NA,,
rec414,ade1,a-haploid KanMX disruption of ADE1 (S000000070) in BY background,NA,BY4741,a,NA,S000000070-KanMX,S000000070,,,,,,,,,,,,NA,,
rec415,kin3,a-haploid KanMX disruption of KIN3 (S000000071) in BY background,NA,BY4741,a,NA,S000000071-KanMX,S000000071,,,,,,,,,,,,NA,,
rec417,pau7,a-haploid KanMX disruption of PAU7 (S000000073) in BY background,NA,BY4741,a,NA,S000000073-KanMX,S000000073,,,,,,,,,,,,NA,,
rec418,yar023c,a-haploid KanMX disruption of YAR023C (S000000074) in BY background,NA,BY4741,a,NA,S000000074-KanMX,S000000074,,,,,,,,,,,,NA,,
rec419,uip3,a-haploid KanMX disruption of UIP3 (S000000075) in BY background,NA,BY4741,a,NA,S000000075-KanMX,S000000075,,,,,,,,,,,,NA,,
rec420,yar028w,a-haploid KanMX disruption of YAR028W (S000000076) in BY background,NA,BY4741,a,NA,S000000076-KanMX,S000000076,,,,,,,,,,,,NA,,
rec421,yar029w,a-haploid KanMX disruption of YAR029W (S000000077) in BY background,NA,BY4741,a,NA,S000000077-KanMX,S000000077,,,,,,,,,,,,NA,,
rec422,prm9,a-haploid KanMX disruption of PRM9 (S000000078) in BY background,NA,BY4741,a,NA,S000000078-KanMX,S000000078,,,,,,,,,,,,NA,,
rec423,yar030c,a-haploid KanMX disruption of YAR030C (S000001821) in BY background,NA,BY4741,a,NA,S000001821-KanMX,S000001821,,,,,,,,,,,,NA,,
rec425,yat1,a-haploid KanMX disruption of YAT1 (S000000080) in BY background,NA,BY4741,a,NA,S000000080-KanMX,S000000080,,,,,,,,,,,,NA,,
rec426,yar037w,a-haploid KanMX disruption of NA (YAR037W) in BY background,NA,BY4741,a,NA,YAR037W-KanMX,YAR037W,,,,,,,,,,,,NA,,
rec427,yar040c,a-haploid KanMX disruption of NA (YAR040C) in BY background,NA,BY4741,a,NA,YAR040C-KanMX,YAR040C,,,,,,,,,,,,NA,,
rec428,swh1,a-haploid KanMX disruption of SWH1 (S000000081) in BY background,NA,BY4741,a,NA,S000000081-KanMX,S000000081,,,,,,,,,,,,NA,,
rec429,yar043c,a-haploid KanMX disruption of NA (S000120182) in BY background,NA,BY4741,a,NA,S000120182-KanMX,S000120182,,,,,,,,,,,,NA,,
rec430,swh1,a-haploid KanMX disruption of SWH1 (S000000081) in BY background,NA,BY4741,a,NA,S000000081-KanMX,S000000081,,,,,,,,,,,,NA,,
rec431,yar047c,a-haploid KanMX disruption of YAR047C (S000000083) in BY background,NA,BY4741,a,NA,S000000083-KanMX,S000000083,,,,,,,,,,,,NA,,
rec481,yml089c,a-haploid KanMX disruption of YML089C (S000004554) in BY background,NA,BY4730,a,NA,S000004554-KanMX,S000004554,,,,,,,,,,,,NA,,
rec482,ufo1,a-haploid KanMX disruption of UFO1 (S000004553) in BY background,NA,BY4730,a,NA,S000004553-KanMX,S000004553,,,,,,,,,,,,NA,,
rec483,aim33,a-haploid KanMX disruption of AIM33 (S000004552) in BY background,NA,BY4730,a,NA,S000004552-KanMX,S000004552,,,,,,,,,,,,NA,,
rec484,alo1,a-haploid KanMX disruption of ALO1 (S000004551) in BY background,NA,BY4730,a,NA,S000004551-KanMX,S000004551,,,,,,,,,,,,NA,,
rec486,yml084w,a-haploid KanMX disruption of YML084W (S000004549) in BY background,NA,BY4730,a,NA,S000004549-KanMX,S000004549,,,,,,,,,,,,NA,,
rec487,yml083c,a-haploid KanMX disruption of YML083C (S000004548) in BY background,NA,BY4730,a,NA,S000004548-KanMX,S000004548,,,,,,,,,,,,NA,,
rec488,yml082w,a-haploid KanMX disruption of YML082W (S000004547) in BY background,NA,BY4730,a,NA,S000004547-KanMX,S000004547,,,,,,,,,,,,NA,,
rec489,tda9,a-haploid KanMX disruption of TDA9 (S000004546) in BY background,NA,BY4730,a,NA,S000004546-KanMX,S000004546,,,,,,,,,,,,NA,,
rec490,dus1,a-haploid KanMX disruption of DUS1 (S000004545) in BY background,NA,BY4730,a,NA,S000004545-KanMX,S000004545,,,,,,,,,,,,NA,,
rec491,yml079w,a-haploid KanMX disruption of YML079W (S000004544) in BY background,NA,BY4730,a,NA,S000004544-KanMX,S000004544,,,,,,,,,,,,NA,,
rec492,cpr3,a-haploid KanMX disruption of CPR3 (S000004543) in BY background,NA,BY4730,a,NA,S000004543-KanMX,S000004543,,,,,,,,,,,,NA,,
rec507,rps1b,a-haploid KanMX disruption of RPS1B (S000004528) in BY background,NA,BY4741,a,NA,S000004528-KanMX,S000004528,,,,,,,,,,,,NA,,
rec508,mft1,a-haploid KanMX disruption of MFT1 (S000004527) in BY background,NA,BY4741,a,NA,S000004527-KanMX,S000004527,,,,,,,,,,,,NA,,
rec509,pif1,a-haploid KanMX disruption of PIF1 (S000004526) in BY background,NA,BY4741,a,NA,S000004526-KanMX,S000004526,,,,,,,,,,,,NA,,
rec510,ogg1,a-haploid KanMX disruption of OGG1 (S000004525) in BY background,NA,BY4741,a,NA,S000004525-KanMX,S000004525,,,,,,,,,,,,NA,,
rec511,nte1,a-haploid KanMX disruption of NTE1 (S000004524) in BY background,NA,BY4741,a,NA,S000004524-KanMX,S000004524,,,,,,,,,,,,NA,,
rec512,sml1,a-haploid KanMX disruption of SML1 (S000004523) in BY background,NA,BY4741,a,NA,S000004523-KanMX,S000004523,,,,,,,,,,,,NA,,
rec513,cmp2,a-haploid KanMX disruption of CMP2 (S000004521) in BY background,NA,BY4741,a,NA,S000004521-KanMX,S000004521,,,,,,,,,,,,NA,,
rec514,yml057c-a,a-haploid KanMX disruption of YML057C-A (S000004522) in BY background,NA,BY4741,a,NA,S000004522-KanMX,S000004522,,,,,,,,,,,,NA,,
rec515,imd4,a-haploid KanMX disruption of IMD4 (S000004520) in BY background,NA,BY4741,a,NA,S000004520-KanMX,S000004520,,,,,,,,,,,,NA,,
rec516,spc2,a-haploid KanMX disruption of SPC2 (S000004519) in BY background,NA,BY4741,a,NA,S000004519-KanMX,S000004519,,,,,,,,,,,,NA,,
rec517,cyb2,a-haploid KanMX disruption of CYB2 (S000004518) in BY background,NA,BY4741,a,NA,S000004518-KanMX,S000004518,,,,,,,,,,,,NA,,
rec518,yml053c,a-haploid KanMX disruption of YML053C (S000004517) in BY background,NA,BY4741,a,NA,S000004517-KanMX,S000004517,,,,,,,,,,,,NA,,
rec519,sur7,a-haploid KanMX disruption of SUR7 (S000004516) in BY background,NA,BY4741,a,NA,S000004516-KanMX,S000004516,,,,,,,,,,,,NA,,
rec520,gal80,a-haploid KanMX disruption of GAL80 (S000004515) in BY background,NA,BY4741,a,NA,S000004515-KanMX,S000004515,,,,,,,,,,,,NA,,
rec521,aim32,a-haploid KanMX disruption of AIM32 (S000004514) in BY background,NA,BY4741,a,NA,S000004514-KanMX,S000004514,,,,,,,,,,,,NA,,
rec523,gsf2,a-haploid KanMX disruption of GSF2 (S000004511) in BY background,NA,BY4741,a,NA,S000004511-KanMX,S000004511,,,,,,,,,,,,NA,,
rec524,yml047w-a,a-haploid KanMX disruption of YML047W-A (S000004512) in BY background,NA,BY4741,a,NA,S000004512-KanMX,S000004512,,,,,,,,,,,,NA,,
rec534,yml037c,a-haploid KanMX disruption of YML037C (S000004501) in BY background,NA,BY4741,a,NA,S000004501-KanMX,S000004501,,,,,,,,,,,,NA,,
rec536,amd1,a-haploid KanMX disruption of AMD1 (S000004498) in BY background,NA,BY4741,a,NA,S000004498-KanMX,S000004498,,,,,,,,,,,,NA,,
rec537,src1,a-haploid KanMX disruption of SRC1 (S000004497) in BY background,NA,BY4741,a,NA,S000004497-KanMX,S000004497,,,,,,,,,,,,NA,,
rec538,yml034c-a,a-haploid KanMX disruption of YML034C-A (S000004499) in BY background,NA,BY4741,a,NA,S000004499-KanMX,S000004499,,,,,,,,,,,,NA,,
rec539,src1,a-haploid KanMX disruption of SRC1 (S000004497) in BY background,NA,BY4741,a,NA,S000004497-KanMX,S000004497,,,,,,,,,,,,NA,,
rec540,rad52,a-haploid KanMX disruption of RAD52 (S000004494) in BY background,NA,BY4741,a,NA,S000004494-KanMX,S000004494,-80C #2,8,3,3,4,2,1,Alice Serafin,2018-04-11,,,PCR successful wih KanMX-int3'-F (512) + PR (733),,TRUE
rec543,rcf1,a-haploid KanMX disruption of RCF1 (S000004492) in BY background,NA,BY4741,a,NA,S000004492-KanMX,S000004492,,,,,,,,,,,,NA,,
rec544,usa1,a-haploid KanMX disruption of USA1 (S000004491) in BY background,NA,BY4741,a,NA,S000004491-KanMX,S000004491,,,,,,,,,,,,NA,,
rec545,tsa1,a-haploid KanMX disruption of TSA1 (S000004490) in BY background,NA,BY4741,a,NA,S000004490-KanMX,S000004490,,,,,,,,,,,,NA,,
rec547,rps18b,a-haploid KanMX disruption of RPS18B (S000004488) in BY background,NA,BY4741,a,NA,S000004488-KanMX,S000004488,,,,,,,,,,,,NA,,
rec549,rps17a,a-haploid KanMX disruption of RPS17A (S000004486) in BY background,NA,BY4741,a,NA,S000004486-KanMX,S000004486,,,,,,,,,,,,NA,,
rec553,yml020w,a-haploid KanMX disruption of YML020W (S000004482) in BY background,NA,BY4741,a,NA,S000004482-KanMX,S000004482,,,,,,,,,,,,NA,,
rec554,ost6,a-haploid KanMX disruption of OST6 (S000004481) in BY background,NA,BY4741,a,NA,S000004481-KanMX,S000004481,,,,,,,,,,,,NA,,
rec555,yml018c,a-haploid KanMX disruption of YML018C (S000004480) in BY background,NA,BY4741,a,NA,S000004480-KanMX,S000004480,,,,,,,,,,,,NA,,
rec556,psp2,a-haploid KanMX disruption of PSP2 (S000004479) in BY background,NA,BY4741,a,NA,S000004479-KanMX,S000004479,,,,,,,,,,,,NA,,
rec557,ppz1,a-haploid KanMX disruption of PPZ1 (S000004478) in BY background,NA,BY4741,a,NA,S000004478-KanMX,S000004478,,,,,,,,,,,,NA,,
rec559,trm9,a-haploid KanMX disruption of TRM9 (S000004476) in BY background,NA,BY4741,a,NA,S000004476-KanMX,S000004476,,,,,,,,,,,,NA,,
rec560,ubx2,a-haploid KanMX disruption of UBX2 (S000004475) in BY background,NA,BY4741,a,NA,S000004475-KanMX,S000004475,,,,,,,,,,,,NA,,
rec561,yml012c-a,a-haploid KanMX disruption of YML012C-A (S000004474) in BY background,NA,BY4741,a,NA,S000004474-KanMX,S000004474,,,,,,,,,,,,NA,,
rec562,erv25,a-haploid KanMX disruption of ERV25 (S000004473) in BY background,NA,BY4741,a,NA,S000004473-KanMX,S000004473,,,,,,,,,,,,NA,,
rec563,rad33,a-haploid KanMX disruption of RAD33 (S000004472) in BY background,NA,BY4741,a,NA,S000004472-KanMX,S000004472,-80C #2,8,3,3,4,8,1,Alice Serafin,2018-05-09,,,PCR successful with KanMX-int3'-R (511) + PF (1359) and KanMX-int3'-F (512) + PR (1360),,TRUE
rec565,yml009w-b,a-haploid KanMX disruption of YML009W-B (S000004471) in BY background,NA,BY4741,a,NA,S000004471-KanMX,S000004471,,,,,,,,,,,,NA,,
rec567,mrpl39,a-haploid KanMX disruption of MRPL39 (S000004468) in BY background,NA,BY4741,a,NA,S000004468-KanMX,S000004468,,,,,,,,,,,,NA,,
rec568,erg6,a-haploid KanMX disruption of ERG6 (S000004467) in BY background,NA,BY4741,a,NA,S000004467-KanMX,S000004467,,,,,,,,,,,,NA,,
rec569,yap1,a-haploid KanMX disruption of YAP1 (S000004466) in BY background,NA,BY4741,a,NA,S000004466-KanMX,S000004466,,,,,,,,,,,,NA,,
rec570,gis4,a-haploid KanMX disruption of GIS4 (S000004465) in BY background,NA,BY4741,a,NA,S000004465-KanMX,S000004465,,,,,,,,,,,,NA,,
rec571,trm12,a-haploid KanMX disruption of TRM12 (S000004464) in BY background,NA,BY4741,a,NA,S000004464-KanMX,S000004464,,,,,,,,,,,,NA,,
rec572,glo1,a-haploid KanMX disruption of GLO1 (S000004463) in BY background,NA,BY4741,a,NA,S000004463-KanMX,S000004463,,,,,,,,,,,,NA,,
rec573,yml003w,a-haploid KanMX disruption of YML003W (S000004462) in BY background,NA,BY4741,a,NA,S000004462-KanMX,S000004462,,,,,,,,,,,,NA,,
rec574,yml002w,a-haploid KanMX disruption of YML002W (S000004461) in BY background,NA,BY4741,a,NA,S000004461-KanMX,S000004461,,,,,,,,,,,,NA,,
rec575,ypt7,a-haploid KanMX disruption of YPT7 (S000004460) in BY background,NA,BY4741,a,NA,S000004460-KanMX,S000004460,,,,,,,,,,,,NA,,
rec577,mix17,a-haploid KanMX disruption of MIX17 (S000004604) in BY background,NA,BY4741,a,NA,S000004604-KanMX,S000004604,,,,,,,,,,,,NA,,
rec578,aim34,a-haploid KanMX disruption of AIM34 (S000004605) in BY background,NA,BY4741,a,NA,S000004605-KanMX,S000004605,,,,,,,,,,,,NA,,
rec581,plb2,a-haploid KanMX disruption of PLB2 (S000004608) in BY background,NA,BY4741,a,NA,S000004608-KanMX,S000004608,,,,,,,,,,,,NA,,
rec582,ymr007w,a-haploid KanMX disruption of YMR007W (S000004609) in BY background,NA,BY4741,a,NA,S000004609-KanMX,S000004609,,,,,,,,,,,,NA,,
rec583,plb1,a-haploid KanMX disruption of PLB1 (S000004610) in BY background,NA,BY4741,a,NA,S000004610-KanMX,S000004610,,,,,,,,,,,,NA,,
rec584,adi1,a-haploid KanMX disruption of ADI1 (S000004611) in BY background,NA,BY4741,a,NA,S000004611-KanMX,S000004611,,,,,,,,,,,,NA,,
rec585,ymr010w,a-haploid KanMX disruption of YMR010W (S000004612) in BY background,NA,BY4741,a,NA,S000004612-KanMX,S000004612,,,,,,,,,,,,NA,,
rec586,hxt2,a-haploid KanMX disruption of HXT2 (S000004613) in BY background,NA,BY4741,a,NA,S000004613-KanMX,S000004613,,,,,,,,,,,,NA,,
rec587,clu1,a-haploid KanMX disruption of CLU1 (S000004614) in BY background,NA,BY4741,a,NA,S000004614-KanMX,S000004614,,,,,,,,,,,,NA,,
rec589,bud22,a-haploid KanMX disruption of BUD22 (S000004616) in BY background,NA,BY4741,a,NA,S000004616-KanMX,S000004616,,,,,,,,,,,,NA,,
rec590,erg5,a-haploid KanMX disruption of ERG5 (S000004617) in BY background,NA,BY4741,a,NA,S000004617-KanMX,S000004617,,,,,,,,,,,,NA,,
rec591,sok2,a-haploid KanMX disruption of SOK2 (S000004618) in BY background,NA,BY4741,a,NA,S000004618-KanMX,S000004618,,,,,,,,,,,,NA,,
rec592,spo20,a-haploid KanMX disruption of SPO20 (S000004619) in BY background,NA,BY4741,a,NA,S000004619-KanMX,S000004619,,,,,,,,,,,,NA,,
rec593,ymr018w,a-haploid KanMX disruption of YMR018W (S000004620) in BY background,NA,BY4741,a,NA,S000004620-KanMX,S000004620,,,,,,,,,,,,NA,,
rec594,stb4,a-haploid KanMX disruption of STB4 (S000004621) in BY background,NA,BY4741,a,NA,S000004621-KanMX,S000004621,,,,,,,,,,,,NA,,
rec595,fms1,a-haploid KanMX disruption of FMS1 (S000004622) in BY background,NA,BY4741,a,NA,S000004622-KanMX,S000004622,,,,,,,,,,,,NA,,
rec596,mac1,a-haploid KanMX disruption of MAC1 (S000004623) in BY background,NA,BY4741,a,NA,S000004623-KanMX,S000004623,,,,,,,,,,,,NA,,
rec597,ubc7,a-haploid KanMX disruption of UBC7 (S000004624) in BY background,NA,BY4741,a,NA,S000004624-KanMX,S000004624,,,,,,,,,,,,NA,,
rec598,mss1,a-haploid KanMX disruption of MSS1 (S000004625) in BY background,NA,BY4741,a,NA,S000004625-KanMX,S000004625,,,,,,,,,,,,NA,,
rec599,mrpl3,a-haploid KanMX disruption of MRPL3 (S000004626) in BY background,NA,BY4741,a,NA,S000004626-KanMX,S000004626,,,,,,,,,,,,NA,,
rec600,csi1,a-haploid KanMX disruption of CSI1 (S000004627) in BY background,NA,BY4741,a,NA,S000004627-KanMX,S000004627,,,,,,,,,,,,NA,,
rec601,pex12,a-haploid KanMX disruption of PEX12 (S000004628) in BY background,NA,BY4741,a,NA,S000004628-KanMX,S000004628,,,,,,,,,,,,NA,,
rec602,ymr027w,a-haploid KanMX disruption of YMR027W (S000004629) in BY background,NA,BY4741,a,NA,S000004629-KanMX,S000004629,,,,,,,,,,,,NA,,
rec604,far8,a-haploid KanMX disruption of FAR8 (S000004631) in BY background,NA,BY4741,a,NA,S000004631-KanMX,S000004631,,,,,,,,,,,,NA,,
rec605,rsf1,a-haploid KanMX disruption of RSF1 (S000004632) in BY background,NA,BY4741,a,NA,S000004632-KanMX,S000004632,,,,,,,,,,,,NA,,
rec606,ymr031w-a,a-haploid KanMX disruption of YMR031W-A (S000004634) in BY background,NA,BY4741,a,NA,S000004634-KanMX,S000004634,,,,,,,,,,,,NA,,
rec607,eis1,a-haploid KanMX disruption of EIS1 (S000004633) in BY background,NA,BY4741,a,NA,S000004633-KanMX,S000004633,,,,,,,,,,,,NA,,
rec608,hof1,a-haploid KanMX disruption of HOF1 (S000004635) in BY background,NA,BY4741,a,NA,S000004635-KanMX,S000004635,,,,,,,,,,,,NA,,
rec610,ymr034c,a-haploid KanMX disruption of YMR034C (S000004637) in BY background,NA,BY4741,a,NA,S000004637-KanMX,S000004637,,,,,,,,,,,,NA,,
rec611,imp2,a-haploid KanMX disruption of IMP2 (S000004638) in BY background,NA,BY4741,a,NA,S000004638-KanMX,S000004638,,,,,,,,,,,,NA,,
rec612,mih1,a-haploid KanMX disruption of MIH1 (S000004639) in BY background,NA,BY4741,a,NA,S000004639-KanMX,S000004639,,,,,,,,,,,,NA,,
rec614,ccs1,a-haploid KanMX disruption of CCS1 (S000004641) in BY background,NA,BY4741,a,NA,S000004641-KanMX,S000004641,-80C #2,8,3,3,4,1,6,Alice Serafin,2018-04-18,,,"slow growth on drop-in media, slow growth on -lys, growth on -met / PCR successful with KanMX-int5'-R (511) + PF (478) and KanMX-int3'-F (512) + PR (477)",,TRUE
rec615,sub1,a-haploid KanMX disruption of SUB1 (S000004642) in BY background,NA,BY4741,a,NA,S000004642-KanMX,S000004642,,,,,,,,,,,,NA,,
rec616,yet2,a-haploid KanMX disruption of YET2 (S000004643) in BY background,NA,BY4741,a,NA,S000004643-KanMX,S000004643,,,,,,,,,,,,NA,,
rec617,ara2,a-haploid KanMX disruption of ARA2 (S000004644) in BY background,NA,BY4741,a,NA,S000004644-KanMX,S000004644,,,,,,,,,,,,NA,,
rec618,arg80,a-haploid KanMX disruption of ARG80 (S000004645) in BY background,NA,BY4741,a,NA,S000004645-KanMX,S000004645,,,,,,,,,,,,NA,,
rec620,ioc4,a-haploid KanMX disruption of IOC4 (S000004647) in BY background,NA,BY4741,a,NA,S000004647-KanMX,S000004647,,,,,,,,,,,,NA,,
rec721,sip5,a-haploid KanMX disruption of SIP5 (S000004748) in BY background,NA,BY4741,a,NA,S000004748-KanMX,S000004748,,,,,,,,,,,,NA,,
rec722,ymr141c,a-haploid KanMX disruption of YMR141C (S000004749) in BY background,NA,BY4741,a,NA,S000004749-KanMX,S000004749,,,,,,,,,,,,NA,,
rec724,rps16a,a-haploid KanMX disruption of RPS16A (S000004751) in BY background,NA,BY4741,a,NA,S000004751-KanMX,S000004751,,,,,,,,,,,,NA,,
rec725,ymr144w,a-haploid KanMX disruption of YMR144W (S000004752) in BY background,NA,BY4741,a,NA,S000004752-KanMX,S000004752,,,,,,,,,,,,NA,,
rec726,nde1,a-haploid KanMX disruption of NDE1 (S000004753) in BY background,NA,BY4741,a,NA,S000004753-KanMX,S000004753,,,,,,,,,,,,NA,,
rec728,ymr147w,a-haploid KanMX disruption of YMR147W (S000004755) in BY background,NA,BY4741,a,NA,S000004755-KanMX,S000004755,,,,,,,,,,,,NA,,
rec729,osw5,a-haploid KanMX disruption of OSW5 (S000004756) in BY background,NA,BY4741,a,NA,S000004756-KanMX,S000004756,,,,,,,,,,,,NA,,
rec731,yim2,a-haploid KanMX disruption of YIM2 (S000004759) in BY background,NA,BY4741,a,NA,S000004759-KanMX,S000004759,,,,,,,,,,,,NA,,
rec732,imp1,a-haploid KanMX disruption of IMP1 (S000004758) in BY background,NA,BY4741,a,NA,S000004758-KanMX,S000004758,,,,,,,,,,,,NA,,
rec733,yim1,a-haploid KanMX disruption of YIM1 (S000004760) in BY background,NA,BY4741,a,NA,S000004760-KanMX,S000004760,-80C #2,8,3,3,4,7,6,Alice Serafin,2018-05-09,,,PCR successful with KanMX-int3'-R (511) + PF (1374) and KanMX-int3'-F (512) + PR (1375),,TRUE
rec734,nup53,a-haploid KanMX disruption of NUP53 (S000004762) in BY background,NA,BY4741,a,NA,S000004762-KanMX,S000004762,,,,,,,,,,,,NA,,
rec735,ymr153c-a,a-haploid KanMX disruption of YMR153C-A (S000004761) in BY background,NA,BY4741,a,NA,S000004761-KanMX,S000004761,,,,,,,,,,,,NA,,
